GENE	SYMBOL	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
ENSG00000154258	ABCA9	17	66970629	67057205	117	13	109149	0.64924	0.25809
ENSG00000127252	HRASLS	3	192958914	192995527	53	6	108826	0.64909	0.25814
ENSG00000186567	CEACAM19	19	45165545	45187631	18	4	109080	0.64906	0.25815
ENSG00000071539	TRIP13	5	892758	919472	62	3	109269	0.64875	0.25825
ENSG00000139971	C14orf37	14	58466453	58764857	521	50	109011	0.64876	0.25825
ENSG00000089472	HEPH	X	65382391	65488709	23	8	108877	0.64875	0.25825
ENSG00000164163	ABCE1	4	146019084	146050331	19	7	109127	0.64865	0.25828
ENSG00000160218	TRAPPC10	21	45432200	45526433	171	7	109248	0.64861	0.2583
ENSG00000132122	SPATA6	1	48761044	48937845	280	32	109027	0.64845	0.25835
ENSG00000225556	C2CD4D	1	151810295	151813033	1	1	108938	0.64818	0.25844
ENSG00000164164	OTUD4	4	146031990	146101313	55	16	109147	0.64796	0.25851
ENSG00000107643	MAPK8	10	49514698	49647403	256	22	109140	0.64795	0.25851
ENSG00000136492	BRIP1	17	59758627	59940882	223	20	108981	0.64768	0.2586
ENSG00000135521	LTV1	6	144164481	144184949	36	8	109042	0.64754	0.25864
ENSG00000109758	HGFAC	4	3443614	3451211	13	6	109133	0.64736	0.2587
ENSG00000171320	ESCO2	8	27629466	27670157	133	7	109166	0.64725	0.25874
ENSG00000186452	TMPRSS12	12	51236703	51281667	131	9	109278	0.64721	0.25875
ENSG00000213085	CCDC19	1	159842154	159869953	73	11	109128	0.64714	0.25877
ENSG00000113758	DBN1	5	176883609	176901402	25	5	109089	0.64715	0.25877
ENSG00000163131	CTSS	1	150702672	150738433	65	8	109223	0.64708	0.25879
ENSG00000147570	DNAJC5B	8	66933795	67012751	191	25	109120	0.64708	0.25879
ENSG00000162877	PM20D1	1	205797150	205819260	45	14	109160	0.64696	0.25883
ENSG00000226180	AC010536.1	16	87727144	87729753	10	3	108951	0.64678	0.25889
ENSG00000106344	RBM28	7	127937738	127983962	67	6	109100	0.64665	0.25893
ENSG00000188629	ZNF177	19	9435021	9493293	114	6	109252	0.64638	0.25902
ENSG00000112175	BMP5	6	55618443	55740362	174	29	109035	0.64622	0.25907
ENSG00000145220	LYAR	4	4269428	4291896	41	9	109100	0.64609	0.25911
ENSG00000189227	C15orf61	15	67813406	67819628	9	2	109045	0.64598	0.25915
ENSG00000139826	ABHD13	13	108870727	108886603	38	6	109258	0.64588	0.25918
ENSG00000088812	ATRN	20	3451687	3631769	449	24	109103	0.64566	0.25925
ENSG00000160214	RRP1	21	45209394	45225174	71	7	109228	0.64552	0.25929
ENSG00000143774	GUK1	1	228327663	228336685	11	4	108943	0.64544	0.25932
ENSG00000138074	SLC5A6	2	27422455	27435826	32	6	109261	0.64545	0.25932
ENSG00000102309	PIN4	X	71401203	71522776	40	6	109071	0.64503	0.25945
ENSG00000179922	ZNF784	19	56132108	56135967	3	2	109185	0.6445	0.25963
ENSG00000127325	BEST3	12	70037140	70093256	237	20	108998	0.64399	0.25979
ENSG00000145029	NICN1	3	49460379	49466759	7	4	109316	0.64386	0.25983
ENSG00000151502	VPS26B	11	134094539	134117686	18	4	108982	0.64374	0.25987
ENSG00000175556	LONRF3	X	118108581	118152318	53	7	108870	0.64371	0.25988
ENSG00000109220	CHIC2	4	54875956	54930857	54	5	108950	0.64344	0.25997
ENSG00000176472	ZNF575	19	44029649	44040282	19	6	109053	0.64315	0.26006
ENSG00000182631	RXFP3	5	33936491	33939023	3	2	109319	0.64268	0.26021
ENSG00000115541	HSPE1	2	198364718	198368181	2	1	108996	0.64234	0.26033
ENSG00000147059	SPIN2A	X	57160963	57164058	3	1	109025	0.64217	0.26038
ENSG00000155561	NUP205	7	135242667	135333505	355	19	109228	0.64215	0.26039
ENSG00000152591	DSPP	4	88529681	88538062	6	3	109130	0.64192	0.26046
ENSG00000155008	APOOL	X	84258832	84343069	52	1	109241	0.6418	0.2605
ENSG00000160360	GPSM1	9	139221932	139254057	77	15	108990	0.64174	0.26052
ENSG00000100413	POLR3H	22	41921808	41940610	33	4	109193	0.64174	0.26052
ENSG00000256073	C21orf119	21	33765439	33766254	3	1	109312	0.64166	0.26055
ENSG00000246366	RP11-382J12.1	8	71520812	71575514	164	16	109162	0.64139	0.26064
ENSG00000176937	OR52R1	11	4824663	4825847	4	2	109278	0.64099	0.26076
ENSG00000174485	DENND4A	15	65950384	66084631	251	14	109229	0.64098	0.26077
ENSG00000243509	TNFRSF6B	20	62328021	62330037	9	2	109224	0.64056	0.26091
ENSG00000162601	MYSM1	1	59120411	59165764	155	9	109105	0.64012	0.26105
ENSG00000067842	ATP2B3	X	152783134	152848397	72	9	109037	0.6401	0.26106
ENSG00000147647	DPYS	8	105342552	105479281	356	48	109019	0.64003	0.26108
ENSG00000240065	PSMB9	6	32811913	32827362	117	15	109331	0.63995	0.2611
ENSG00000076248	UNG	12	109535379	109548797	14	5	108929	0.63992	0.26111
ENSG00000163518	FCRL4	1	157543539	157567870	61	8	109081	0.63974	0.26117
ENSG00000107862	GBF1	10	104005289	104142656	197	23	109168	0.63955	0.26123
ENSG00000231145	AC013468.1	2	190642909	190643157	2	1	109333	0.63952	0.26124
ENSG00000197982	C1orf122	1	38272651	38275126	1	1	109310	0.63937	0.26129
ENSG00000261221	ZNF865	19	56116771	56128635	7	4	108906	0.63924	0.26133
ENSG00000215504	AP000974.1	11	85563600	85565986	13	2	109271	0.63885	0.26146
ENSG00000174586	ZNF497	19	58865723	58874214	1	1	109360	0.63872	0.2615
ENSG00000122707	RECK	9	36036430	36124448	138	17	109032	0.6387	0.26151
ENSG00000204889	KRT40	17	39133968	39143387	79	5	109258	0.63866	0.26152
ENSG00000117569	PTBP2	1	97187221	97289294	187	16	109180	0.63865	0.26153
ENSG00000122779	TRIM24	7	138145079	138274738	140	17	108937	0.63839	0.26161
ENSG00000131759	RARA	17	38465444	38513094	55	8	109131	0.63832	0.26163
ENSG00000075388	FGF4	11	69587797	69590171	4	2	108912	0.6383	0.26164
ENSG00000163395	IGFN1	1	201159953	201198080	114	20	109036	0.63823	0.26166
ENSG00000107447	DNTT	10	98064085	98098321	82	8	108956	0.63804	0.26172
ENSG00000150093	ITGB1	10	33189247	33294720	268	33	109052	0.63807	0.26172
ENSG00000141873	SLC39A3	19	2732202	2740150	14	3	108910	0.63787	0.26178
ENSG00000177599	ZNF491	19	11908482	11920437	17	4	109089	0.63786	0.26178
ENSG00000114450	GNB4	3	179116990	179169378	44	9	108829	0.63777	0.26181
ENSG00000111669	TPI1	12	6976283	6980112	2	1	108509	0.63769	0.26184
ENSG00000100889	PCK2	14	24563262	24579807	21	7	109211	0.63759	0.26187
ENSG00000151461	UPF2	10	11962021	12085169	349	19	109213	0.63746	0.26191
ENSG00000067533	RRP15	1	218458629	218511325	68	3	109282	0.63741	0.26193
ENSG00000163961	RNF168	3	196195654	196230639	91	9	108955	0.63732	0.26196
ENSG00000198218	QRICH1	3	49067140	49131796	58	11	109186	0.63726	0.26198
ENSG00000171552	BCL2L1	20	30252255	30311792	67	6	108887	0.63703	0.26205
ENSG00000180592	SKIDA1	10	21802407	21814611	6	2	109212	0.63694	0.26208
ENSG00000100568	VTI1B	14	68113792	68141548	58	9	109189	0.63687	0.2621
ENSG00000188549	C15orf52	15	40623653	40633168	15	5	108907	0.63683	0.26212
ENSG00000243978	RGAG1	X	109602044	109699562	12	3	108902	0.63678	0.26213
ENSG00000074054	CLASP1	2	122095352	122407163	676	14	109289	0.63638	0.26226
ENSG00000129951	LPPR3	19	812518	821967	13	2	108980	0.63622	0.26232
ENSG00000077380	DYNC1I2	2	172543919	172604930	111	15	109200	0.63605	0.26237
ENSG00000112273	HDGFL1	6	22569678	22571892	11	4	109198	0.63597	0.2624
ENSG00000167747	C19orf48	19	51300961	51308186	35	7	109084	0.63577	0.26246
ENSG00000055332	EIF2AK2	2	37326353	37384208	153	12	109028	0.63548	0.26256
ENSG00000135821	GLUL	1	182350839	182361341	16	5	108832	0.6353	0.26262
ENSG00000269591	AL354808.2	13	20268547	20269240	2	1	109352	0.63497	0.26272
ENSG00000179388	EGR3	8	22545172	22550815	1	1	109360	0.63493	0.26274
ENSG00000168374	ARF4	3	57557090	57583947	72	10	109264	0.63459	0.26285
ENSG00000115138	POMC	2	25383722	25391772	12	5	109045	0.6345	0.26288
ENSG00000182712	CMC4	X	154289897	154299637	3	2	108906	0.63419	0.26298
ENSG00000253309	SERPINE3	13	51909909	51938871	51	6	109106	0.63408	0.26301
ENSG00000184650	ODF4	17	8243182	8249364	27	4	109203	0.63405	0.26302
ENSG00000108773	KAT2A	17	40265126	40273376	11	2	109208	0.63379	0.26311
ENSG00000164068	RNF123	3	49726932	49758962	33	10	109245	0.63329	0.26327
ENSG00000164849	GPR146	7	1084212	1098897	86	10	109138	0.6332	0.2633
ENSG00000196092	PAX5	9	36833272	37034103	535	54	109048	0.63319	0.2633
ENSG00000181778	TMEM252	9	71151496	71155783	3	1	109338	0.63301	0.26336
ENSG00000260548	RP6-24A23.6	X	107965300	107975917	1	1	109265	0.63298	0.26337
ENSG00000164100	NDST3	4	118954773	119179803	654	25	109249	0.63286	0.26341
ENSG00000155438	NIFK	2	122484521	122494499	20	2	109282	0.63261	0.2635
ENSG00000072274	TFRC	3	195754054	195809060	171	22	109165	0.63251	0.26353
ENSG00000174943	KCTD13	16	29916333	29938356	30	4	109109	0.63245	0.26355
ENSG00000145476	CYP4V2	4	187112674	187134610	75	10	109062	0.63237	0.26357
ENSG00000112763	BTN2A1	6	26458150	26476849	54	10	109280	0.63232	0.26359
ENSG00000168078	PBK	8	27667137	27695612	144	4	109179	0.63226	0.26361
ENSG00000155897	ADCY8	8	131792547	132054672	750	60	109064	0.63221	0.26362
ENSG00000188846	RPL14	3	40498783	40503861	9	3	109327	0.6322	0.26363
ENSG00000176406	RIMS2	8	104512976	105268322	2210	37	109156	0.63212	0.26365
ENSG00000121152	NCAPH	2	97001525	97039583	38	8	109155	0.63201	0.26369
ENSG00000187037	GPR141	7	37723399	37873390	359	39	109017	0.63168	0.2638
ENSG00000134398	ERN2	16	23701647	23724821	36	10	109137	0.63167	0.2638
ENSG00000175482	POLD4	11	67118248	67124443	9	3	109345	0.63162	0.26382
ENSG00000105278	ZFR2	19	3804022	3869030	162	16	108985	0.63156	0.26384
ENSG00000105229	PIAS4	19	4007644	4039384	86	7	108932	0.63136	0.2639
ENSG00000154040	CABYR	18	21718942	21741567	36	7	109154	0.63129	0.26392
ENSG00000161649	CD300LG	17	41924516	41940997	24	4	109161	0.63129	0.26393
ENSG00000234224	TMEM229A	7	123670973	123673523	2	1	108890	0.63123	0.26395
ENSG00000204314	PRRT1	6	32116136	32122150	8	4	109309	0.63119	0.26396
ENSG00000075303	SLC25A40	7	87462883	87505672	77	10	109205	0.6309	0.26405
ENSG00000198208	RPS6KL1	14	75370657	75390099	49	9	108970	0.63092	0.26405
ENSG00000107815	C10orf2	10	102747124	102754158	13	2	109328	0.63084	0.26407
ENSG00000163872	YEATS2	3	183415606	183530413	185	14	108996	0.63077	0.2641
ENSG00000139508	SLC46A3	13	29274201	29293107	19	5	109159	0.63075	0.2641
ENSG00000127125	PPCS	1	42921788	42939056	35	5	109265	0.63073	0.26411
ENSG00000139719	VPS33A	12	122714111	122751068	47	6	108788	0.63072	0.26411
ENSG00000003402	CFLAR	2	201980827	202041410	126	13	109200	0.63045	0.2642
ENSG00000131747	TOP2A	17	38544768	38574202	41	4	109157	0.63042	0.26421
ENSG00000172156	CCL11	17	32612687	32615353	5	3	109005	0.6303	0.26425
ENSG00000147118	ZNF182	X	47834250	47863377	30	4	109213	0.6303	0.26425
ENSG00000182552	RWDD4	4	184560788	184580378	62	8	109075	0.63007	0.26433
ENSG00000171346	KRT15	17	39669995	39678781	17	2	109053	0.62997	0.26436
ENSG00000159921	GNE	9	36214438	36277053	163	16	109115	0.62983	0.2644
ENSG00000134352	IL6ST	5	55230923	55290821	85	9	109199	0.62978	0.26442
ENSG00000130193	THEM6	8	143808621	143818345	24	6	108931	0.62928	0.26458
ENSG00000074966	TXK	4	48068410	48136273	126	16	109013	0.6292	0.26461
ENSG00000176340	COX8A	11	63742079	63744015	1	1	109360	0.62915	0.26463
ENSG00000175324	LSM1	8	38020839	38034248	15	4	108963	0.62888	0.26471
ENSG00000115085	ZAP70	2	98330023	98356325	28	4	109005	0.62853	0.26483
ENSG00000138135	CH25H	10	90965694	90967071	4	1	109107	0.62807	0.26498
ENSG00000185022	MAFF	22	38597889	38612518	24	3	109103	0.62803	0.26499
ENSG00000026751	SLAMF7	1	160709037	160724611	24	4	108933	0.62758	0.26514
ENSG00000145708	CRHBP	5	76248538	76276983	15	5	108854	0.62753	0.26515
ENSG00000178928	TPRX1	19	48304500	48322308	44	7	108917	0.62754	0.26515
ENSG00000126822	PLEKHG3	14	65170820	65213610	74	9	108994	0.62744	0.26518
ENSG00000172315	TP53RK	20	45313004	45318418	10	4	109142	0.62744	0.26519
ENSG00000139637	C12orf10	12	53693470	53700961	8	2	109251	0.62733	0.26522
ENSG00000125347	IRF1	5	131817301	131826490	39	2	109229	0.62687	0.26537
ENSG00000102780	DGKH	13	42614176	42830714	614	35	109004	0.62651	0.26549
ENSG00000236761	CTAGE9	6	132029581	132032206	3	1	108804	0.62649	0.2655
ENSG00000185250	PPIL6	6	109711418	109762374	124	11	109187	0.62643	0.26552
ENSG00000116871	MAP7D1	1	36621180	36646450	22	4	109039	0.62611	0.26562
ENSG00000248511	RP11-9B6.1	4	93218402	93225329	5	2	109193	0.62608	0.26563
ENSG00000205302	SNX2	5	122110691	122165803	202	19	109201	0.6261	0.26563
ENSG00000204709	C6orf100	6	28911654	28912314	4	2	109360	0.62606	0.26564
ENSG00000164597	COG5	7	106842000	107204959	701	19	109134	0.62603	0.26565
ENSG00000151690	MFSD6	2	191273081	191373931	230	19	109015	0.62593	0.26568
ENSG00000084710	EFR3B	2	25264999	25378243	177	23	108906	0.6255	0.26582
ENSG00000204518	AADACL4	1	12704566	12727097	42	4	108918	0.62541	0.26585
ENSG00000131668	BARX1	9	96713905	96717654	10	3	108961	0.62517	0.26593
ENSG00000121577	POPDC2	3	119355304	119384171	98	13	109126	0.62515	0.26594
ENSG00000047249	ATP6V1H	8	54628117	54756118	117	5	109234	0.62513	0.26594
ENSG00000044446	PHKA2	X	18910418	19002716	60	5	109190	0.62515	0.26594
ENSG00000196979	AL360004.1	9	132902889	132906498	15	2	108932	0.625	0.26599
ENSG00000180953	ST20	15	80191182	80216044	125	9	108956	0.6247	0.26608
ENSG00000196678	ERI2	16	20791515	20911671	152	13	109190	0.6246	0.26612
ENSG00000107290	SETX	9	135136743	135230372	346	17	109244	0.62453	0.26614
ENSG00000143653	SCCPDH	1	246887349	246931439	91	10	109033	0.62431	0.26621
ENSG00000148057	IDNK	9	86237964	86259045	53	9	109034	0.6243	0.26622
ENSG00000047188	YTHDC2	5	112849380	112930982	313	19	109033	0.62418	0.26625
ENSG00000213822	CEACAM18	19	51979838	51994206	64	7	109201	0.62411	0.26628
ENSG00000235931	C10orf40	10	61715188	61720671	15	4	109059	0.62392	0.26634
ENSG00000112029	FBXO5	6	153291664	153304714	33	4	109139	0.62373	0.2664
ENSG00000139988	RDH12	14	68168603	68201169	93	10	109060	0.62372	0.26641
ENSG00000125999	BPIFB1	20	31861286	31897684	62	8	109095	0.62371	0.26641
ENSG00000235194	PPP1R3E	14	23764852	23772057	6	3	108971	0.6236	0.26645
ENSG00000163517	HDAC11	3	13521224	13547916	51	12	109104	0.62349	0.26648
ENSG00000126522	ASL	7	65540785	65558545	40	7	109225	0.62329	0.26655
ENSG00000167202	TBC1D2B	15	78276378	78370066	323	30	109229	0.6231	0.26661
ENSG00000167768	KRT1	12	53068520	53074191	14	4	109252	0.6227	0.26674
ENSG00000160588	MPZL3	11	118097409	118123065	93	9	109283	0.62267	0.26675
ENSG00000156284	CLDN8	21	31586324	31588391	4	2	109200	0.62257	0.26678
ENSG00000254979	RP11-872D17.8	11	57154838	57191532	48	8	109106	0.6223	0.26687
ENSG00000116918	TSNAX	1	231664399	231702270	44	10	109004	0.62227	0.26688
ENSG00000115207	GTF3C2	2	27548716	27579868	21	5	108856	0.62212	0.26693
ENSG00000183150	GPR19	12	12813825	12849141	66	13	108979	0.62205	0.26695
ENSG00000257138	TAS2R38	7	141672431	141673573	3	1	109316	0.62194	0.26699
ENSG00000112210	RAB23	6	57053607	57087078	18	4	109147	0.6218	0.26704
ENSG00000133398	MED10	5	6371994	6378707	15	4	109191	0.62173	0.26706
ENSG00000010610	CD4	12	6896024	6929974	93	13	108991	0.62159	0.26711
ENSG00000124275	MTRR	5	7851299	7906138	217	23	109172	0.62153	0.26713
ENSG00000273154	RP4-583P15.15	20	62340216	62370456	82	6	109253	0.62095	0.26732
ENSG00000063601	MTMR1	X	149861435	149933576	30	14	108997	0.62039	0.2675
ENSG00000163412	EIF4E3	3	71724567	71803924	177	25	109021	0.62016	0.26758
ENSG00000079332	SAR1A	10	71907045	71930279	82	11	109263	0.62002	0.26762
ENSG00000166734	CASC4	15	44580927	44707956	160	4	109266	0.62002	0.26762
ENSG00000130649	CYP2E1	10	135333910	135374724	142	8	109253	0.61976	0.26771
ENSG00000205791	LOH12CR2	12	12508342	12510001	5	2	109055	0.61951	0.26779
ENSG00000180921	FAM83H	8	144806103	144815971	25	5	109189	0.61947	0.2678
ENSG00000120662	MTRF1	13	41790505	41837742	120	9	109115	0.61945	0.26781
ENSG00000149636	DSN1	20	35380194	35402221	17	10	109008	0.61936	0.26784
ENSG00000135452	TSPAN31	12	58131796	58143994	9	5	108906	0.61928	0.26787
ENSG00000214921	AC003102.1	17	42325758	42327236	2	1	109060	0.61876	0.26804
ENSG00000131351	HAUS8	19	17160539	17186435	85	11	109115	0.61871	0.26805
ENSG00000175137	SH3BP5L	1	249104648	249120832	19	3	108895	0.61844	0.26814
ENSG00000122862	SRGN	10	70847862	70864567	20	4	109059	0.61832	0.26818
ENSG00000119446	RBM18	9	124999903	125027118	64	8	109167	0.6181	0.26825
ENSG00000160957	RECQL4	8	145736667	145743229	8	2	108994	0.61805	0.26827
ENSG00000129467	ADCY4	14	24787555	24804299	27	9	108885	0.61798	0.26829
ENSG00000111801	BTN3A3	6	26440700	26453643	33	8	109286	0.61791	0.26832
ENSG00000236027	PATE3	11	125658006	125661495	9	4	109306	0.61787	0.26833
ENSG00000115042	FAHD2A	2	96068469	96082364	5	3	108975	0.61775	0.26837
ENSG00000109270	LAMTOR3	4	100799493	100815647	20	5	108930	0.61772	0.26838
ENSG00000109534	GAR1	4	110736666	110745893	16	3	108771	0.61743	0.26847
ENSG00000237765	FAM200B	4	15683285	15707188	51	9	109107	0.61722	0.26855
ENSG00000188976	NOC2L	1	879584	894689	38	4	109246	0.61711	0.26858
ENSG00000174989	FBXW8	12	117348761	117468953	222	14	109159	0.61711	0.26858
ENSG00000079689	SCGN	6	25652464	25702011	127	18	108973	0.61684	0.26867
ENSG00000268155	AL161450.1	9	5077163	5084580	15	3	108833	0.61682	0.26868
ENSG00000119431	HDHD3	9	116135699	116139279	13	4	109117	0.61674	0.2687
ENSG00000090621	PABPC4	1	40026488	40042462	32	8	109174	0.61663	0.26874
ENSG00000168056	LTBP3	11	65306276	65326401	19	5	108939	0.61654	0.26877
ENSG00000170956	CEACAM3	19	42300369	42315591	36	2	108926	0.61633	0.26884
ENSG00000104760	FGL1	8	17721889	17767874	296	20	109144	0.61604	0.26893
ENSG00000167695	FAM57A	17	635652	646206	30	7	109237	0.616	0.26895
ENSG00000073050	XRCC1	19	44047192	44084625	99	18	109122	0.61589	0.26898
ENSG00000172331	BPGM	7	134331560	134364565	106	6	109097	0.61583	0.269
ENSG00000205045	SLFN12L	17	33791268	33864880	167	29	109080	0.6156	0.26908
ENSG00000168924	LETM1	4	1813206	1857974	22	12	108981	0.6155	0.26911
ENSG00000177994	C2orf73	2	54557171	54610879	126	18	109058	0.61548	0.26912
ENSG00000148795	CYP17A1	10	104590288	104597290	19	4	109216	0.61543	0.26913
ENSG00000090776	EFNB1	X	68048840	68061990	5	2	108950	0.61536	0.26916
ENSG00000088899	LZTS3	20	3143263	3154192	8	4	109159	0.61491	0.26931
ENSG00000145794	MEGF10	5	126626523	126801429	550	31	109185	0.61459	0.26941
ENSG00000169372	CRADD	12	94071151	94288616	347	42	108967	0.61432	0.2695
ENSG00000164061	BSN	3	49591922	49708978	159	15	109263	0.61415	0.26956
ENSG00000115461	IGFBP5	2	217536828	217560248	40	4	109236	0.61396	0.26962
ENSG00000196642	RABL6	9	139702374	139735639	20	3	108942	0.61366	0.26972
ENSG00000147202	DIAPH2	X	95939662	96859996	709	33	109081	0.6136	0.26974
ENSG00000086232	EIF2AK1	7	6061881	6098861	147	17	109187	0.61358	0.26975
ENSG00000123143	PKN1	19	14543865	14582679	59	11	109066	0.61346	0.26979
ENSG00000171643	S100Z	5	76145826	76217475	92	10	108968	0.6131	0.26991
ENSG00000186468	RPS23	5	81569177	81574396	15	5	109077	0.61305	0.26992
ENSG00000167644	C19orf33	19	38794801	38795649	4	2	109040	0.61276	0.27002
ENSG00000117971	CHRNB4	15	78916461	79020096	197	20	109055	0.61272	0.27003
ENSG00000186086	NBPF6	1	108918421	109013624	7	1	108844	0.6126	0.27007
ENSG00000163681	SLMAP	3	57741177	57914895	245	23	109050	0.61257	0.27008
ENSG00000164484	TMEM200A	6	130686879	130764208	215	18	109194	0.61257	0.27008
ENSG00000197114	ZGPAT	20	62338817	62367494	75	6	109251	0.61258	0.27008
ENSG00000239665	RP11-295P9.3	10	13652047	13710299	192	16	108991	0.61253	0.27009
ENSG00000129437	KLK14	19	51580752	51587502	20	4	109044	0.61252	0.2701
ENSG00000196465	MYL6B	12	56546040	56553431	5	2	109302	0.61161	0.2704
ENSG00000145375	SPATA5	4	123844229	124240605	1203	31	109171	0.61136	0.27048
ENSG00000111880	RNGTT	6	89319985	89673348	664	20	109197	0.61131	0.2705
ENSG00000149922	TBX6	16	30097114	30103208	6	2	108995	0.61103	0.27059
ENSG00000255339	NDUFB8	10	102265385	102289638	40	3	109131	0.61054	0.27075
ENSG00000126246	IGFLR1	19	36230058	36233354	10	4	109325	0.61051	0.27076
ENSG00000158526	TSR2	X	54466834	54471920	2	1	109004	0.61006	0.27091
ENSG00000133884	DPF2	11	65101225	65120720	22	5	109122	0.60932	0.27116
ENSG00000258847	CTD-2014B16.3	14	66424015	66471241	81	17	109003	0.60932	0.27116
ENSG00000065883	CDK13	7	39989636	40136733	239	17	109049	0.6091	0.27123
ENSG00000173660	UQCRH	1	46769303	46782448	21	7	109180	0.60899	0.27127
ENSG00000166225	FRS2	12	69864129	69973562	226	17	109020	0.60884	0.27132
ENSG00000149609	C20orf144	20	32250090	32253425	1	1	108921	0.60872	0.27135
ENSG00000072182	ASIC4	2	220378892	220403494	21	5	108859	0.60866	0.27137
ENSG00000204178	TMEM57	1	25757388	25826700	85	2	109058	0.60836	0.27147
ENSG00000049541	RFC2	7	73645829	73668774	31	6	109152	0.60815	0.27154
ENSG00000005436	GCFC2	2	75879126	75938115	134	12	109083	0.60795	0.27161
ENSG00000113649	TCERG1	5	145826874	145891524	139	13	109134	0.60752	0.27175
ENSG00000106560	GIMAP2	7	150382785	150390729	15	5	109088	0.60721	0.27186
ENSG00000214290	COLCA2	11	111169565	111179460	17	4	109167	0.60719	0.27186
ENSG00000122692	SMU1	9	33041762	33076665	106	13	109154	0.60688	0.27197
ENSG00000185610	DBX2	12	45408455	45444882	100	11	109209	0.60672	0.27202
ENSG00000131653	TRAF7	16	2205699	2228130	12	3	108785	0.60636	0.27214
ENSG00000082482	KCNK2	1	215179118	215410436	622	32	109114	0.60582	0.27232
ENSG00000172824	CES4A	16	67022492	67043661	16	4	109122	0.6058	0.27232
ENSG00000135480	KRT7	12	52626304	52645970	42	8	108909	0.60569	0.27236
ENSG00000076344	RGS11	16	318300	325980	11	4	109140	0.60539	0.27246
ENSG00000128731	HERC2	15	28356186	28567298	150	7	109220	0.60508	0.27256
ENSG00000166454	ATMIN	16	81069452	81080963	26	4	109121	0.60458	0.27273
ENSG00000090382	LYZ	12	69742121	69748014	20	6	109197	0.60437	0.2728
ENSG00000081041	CXCL2	4	74962752	74965010	2	1	108998	0.60428	0.27283
ENSG00000170425	ADORA2B	17	15848231	15879060	31	4	109086	0.60423	0.27284
ENSG00000168350	DEGS2	14	100612756	100626500	25	5	108840	0.60423	0.27285
ENSG00000130766	SESN2	1	28586038	28609002	45	9	109141	0.60403	0.27291
ENSG00000131188	PRR7	5	176873446	176883283	11	3	109072	0.60331	0.27315
